work_order_id,asset_id,plant_id,type,cmms_status,field_status,opened_at,closed_at,temporary_bypass,notes
WO-001173,OT-00295,PLT-03,PM,CLOSED,DEGRADED,2026-09-15T07:00:00,,NO,parts substituted
WO-001174,OT-00935,PLT-09,CM,OPEN,OUT_OF_SERVICE,2026-09-03T06:00:00,2026-09-04T10:00:00,NO,awaiting vendor
WO-001175,OT-01026,PLT-10,CM,OPEN,OUT_OF_SERVICE,2026-09-07T14:00:00,,NO,parts substituted
WO-001176,OT-01946,PLT-18,PM,CLOSED,OUT_OF_SERVICE,2026-09-12T13:00:00,2026-09-13T03:00:00,NO,operator workaround active
WO-001177,OT-00636,PLT-07,CALIBRATION,OPEN,DEGRADED,2026-10-03T05:00:00,2026-10-05T09:00:00,NO,standard work
WO-001178,OT-01128,PLT-11,CALIBRATION,CLOSED,ACTIVE,2026-09-20T18:00:00,2026-09-22T03:00:00,NO,operator workaround active
WO-001179,OT-01432,PLT-14,PM,DEFERRED,OUT_OF_SERVICE,2026-09-21T19:00:00,2026-09-22T02:00:00,NO,standard work
WO-001180,OT-01531,PLT-14,PM,OPEN,ACTIVE,2026-09-10T02:00:00,,NO,documentation pending
WO-001181,OT-00895,PLT-09,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-18T07:00:00,2026-09-19T04:00:00,YES,operator workaround active
WO-001182,OT-00090,PLT-01,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-10-02T20:00:00,,NO,operator workaround active
WO-001183,OT-00715,PLT-07,INSPECTION,CLOSED,ACTIVE,2026-09-05T14:00:00,2026-09-08T05:00:00,NO,operator workaround active
WO-001184,OT-00144,PLT-02,CM,DEFERRED,DEGRADED,2026-09-27T22:00:00,,NO,awaiting vendor
WO-001185,OT-01502,PLT-14,CALIBRATION,OPEN,DEGRADED,2026-10-03T09:00:00,2026-10-06T02:00:00,NO,standard work
WO-001186,OT-01100,PLT-10,PM,OPEN,OUT_OF_SERVICE,2026-09-25T04:00:00,2026-09-25T21:00:00,NO,documentation pending
WO-001187,OT-01415,PLT-13,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-10-01T04:00:00,,NO,operator workaround active
WO-001188,OT-01050,PLT-10,CM,IN_PROGRESS,DEGRADED,2026-10-02T02:00:00,2026-10-03T12:00:00,NO,operator workaround active
WO-001189,OT-00068,PLT-01,CM,IN_PROGRESS,ACTIVE,2026-09-30T13:00:00,,NO,parts substituted
WO-001190,OT-01761,PLT-16,CM,CLOSED,OUT_OF_SERVICE,2026-10-02T18:00:00,,YES,awaiting vendor
WO-001191,OT-00329,PLT-04,EMERGENCY,IN_PROGRESS,DEGRADED,2026-09-03T23:00:00,2026-09-06T00:00:00,YES,operator workaround active
WO-001192,OT-01136,PLT-11,EMERGENCY,OPEN,ACTIVE,2026-09-27T20:00:00,2026-09-28T04:00:00,NO,documentation pending
WO-001193,OT-01038,PLT-10,CM,CLOSED,DEGRADED,2026-09-13T15:00:00,2026-09-16T03:00:00,NO,parts substituted
WO-001194,OT-00453,PLT-05,INSPECTION,DEFERRED,DEGRADED,2026-09-29T08:00:00,,NO,parts substituted
WO-001195,OT-00420,PLT-04,INSPECTION,OPEN,ACTIVE,2026-09-11T22:00:00,2026-09-13T15:00:00,NO,standard work
WO-001196,OT-01774,PLT-16,EMERGENCY,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-10T09:00:00,,NO,documentation pending
WO-001197,OT-00266,PLT-03,CM,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-03T13:00:00,2026-09-04T20:00:00,NO,standard work
WO-001198,OT-00216,PLT-03,CALIBRATION,DEFERRED,OUT_OF_SERVICE,2026-09-17T05:00:00,2026-09-17T11:00:00,NO,parts substituted
WO-001199,OT-00649,PLT-07,CALIBRATION,IN_PROGRESS,ACTIVE,2026-09-20T19:00:00,2026-09-21T05:00:00,NO,standard work
WO-001200,OT-01747,PLT-16,CM,IN_PROGRESS,DEGRADED,2026-09-06T05:00:00,,NO,standard work
WO-001201,OT-01350,PLT-13,EMERGENCY,CLOSED,ACTIVE,2026-09-21T19:00:00,2026-09-24T18:00:00,NO,parts substituted
WO-001202,OT-00173,PLT-02,CM,CLOSED,DEGRADED,2026-09-25T15:00:00,2026-09-27T06:00:00,NO,parts substituted
WO-001203,OT-00690,PLT-07,CM,DEFERRED,ACTIVE,2026-09-04T08:00:00,,NO,awaiting vendor
WO-001204,OT-01400,PLT-13,PM,DEFERRED,DEGRADED,2026-09-11T12:00:00,,NO,documentation pending
WO-001205,OT-00979,PLT-09,CM,CLOSED,RETURNED_TO_SERVICE,2026-09-04T00:00:00,,YES,awaiting vendor
WO-001206,OT-01232,PLT-12,CM,DEFERRED,RETURNED_TO_SERVICE,2026-10-01T15:00:00,2026-10-03T18:00:00,NO,awaiting vendor
WO-001207,OT-01347,PLT-13,CALIBRATION,CLOSED,ACTIVE,2026-09-20T07:00:00,,NO,documentation pending
WO-001208,OT-00536,PLT-06,PM,CLOSED,RETURNED_TO_SERVICE,2026-09-13T04:00:00,2026-09-14T10:00:00,NO,awaiting vendor
WO-001209,OT-00281,PLT-03,CM,CLOSED,ACTIVE,2026-09-19T08:00:00,2026-09-20T22:00:00,NO,parts substituted
WO-001210,OT-01738,PLT-16,EMERGENCY,OPEN,OUT_OF_SERVICE,2026-10-07T08:00:00,,NO,standard work
WO-001211,OT-01721,PLT-16,EMERGENCY,OPEN,DEGRADED,2026-10-05T12:00:00,2026-10-07T12:00:00,NO,operator workaround active
WO-001212,OT-00173,PLT-02,INSPECTION,IN_PROGRESS,DEGRADED,2026-09-11T19:00:00,2026-09-13T03:00:00,NO,awaiting vendor
WO-001213,OT-01420,PLT-13,CM,IN_PROGRESS,ACTIVE,2026-10-10T06:00:00,,NO,standard work
WO-001214,OT-00422,PLT-04,PM,OPEN,RETURNED_TO_SERVICE,2026-10-02T07:00:00,,NO,operator workaround active
WO-001215,OT-00875,PLT-08,CALIBRATION,OPEN,DEGRADED,2026-10-04T05:00:00,2026-10-06T11:00:00,NO,parts substituted
WO-001216,OT-01276,PLT-12,EMERGENCY,DEFERRED,OUT_OF_SERVICE,2026-10-10T21:00:00,,NO,documentation pending
WO-001217,OT-00185,PLT-02,CM,IN_PROGRESS,OUT_OF_SERVICE,2026-10-01T08:00:00,,NO,parts substituted
WO-001218,OT-00396,PLT-04,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-21T15:00:00,2026-09-22T01:00:00,NO,standard work
WO-001219,OT-00977,PLT-09,PM,CLOSED,DEGRADED,2026-09-20T18:00:00,,NO,documentation pending
WO-001220,OT-01281,PLT-12,INSPECTION,CLOSED,ACTIVE,2026-09-09T00:00:00,2026-09-11T15:00:00,NO,parts substituted
WO-001221,OT-01276,PLT-12,CM,DEFERRED,ACTIVE,2026-10-09T14:00:00,2026-10-11T12:00:00,NO,documentation pending
WO-001222,OT-01550,PLT-14,INSPECTION,OPEN,OUT_OF_SERVICE,2026-10-06T19:00:00,,NO,parts substituted
WO-001223,OT-00362,PLT-04,CM,CLOSED,DEGRADED,2026-09-19T15:00:00,,NO,documentation pending
WO-001224,OT-00184,PLT-02,EMERGENCY,CLOSED,OUT_OF_SERVICE,2026-09-23T14:00:00,2026-09-24T08:00:00,NO,operator workaround active
WO-001225,OT-00303,PLT-03,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-09-03T07:00:00,,NO,parts substituted
WO-001226,OT-00516,PLT-05,INSPECTION,CLOSED,ACTIVE,2026-10-09T10:00:00,2026-10-10T05:00:00,NO,awaiting vendor
WO-001227,OT-00418,PLT-04,CM,IN_PROGRESS,DEGRADED,2026-09-08T05:00:00,2026-09-11T03:00:00,NO,parts substituted
WO-001228,OT-00951,PLT-09,EMERGENCY,OPEN,DEGRADED,2026-10-05T17:00:00,,NO,standard work
WO-001229,OT-01960,PLT-18,CALIBRATION,OPEN,DEGRADED,2026-09-09T18:00:00,,NO,awaiting vendor
WO-001230,OT-00873,PLT-08,CALIBRATION,DEFERRED,RETURNED_TO_SERVICE,2026-09-22T21:00:00,,NO,operator workaround active
WO-001231,OT-01541,PLT-14,PM,IN_PROGRESS,OUT_OF_SERVICE,2026-09-26T15:00:00,2026-09-29T12:00:00,NO,parts substituted
WO-001232,OT-01391,PLT-13,INSPECTION,IN_PROGRESS,RETURNED_TO_SERVICE,2026-10-04T16:00:00,2026-10-04T23:00:00,NO,standard work
WO-001233,OT-01792,PLT-17,CM,CLOSED,RETURNED_TO_SERVICE,2026-10-03T03:00:00,,NO,awaiting vendor
WO-001234,OT-00453,PLT-05,CALIBRATION,CLOSED,DEGRADED,2026-09-09T05:00:00,2026-09-09T10:00:00,NO,documentation pending
WO-001235,OT-00324,PLT-04,PM,OPEN,DEGRADED,2026-09-23T10:00:00,,NO,documentation pending
WO-001236,OT-00856,PLT-08,CALIBRATION,CLOSED,RETURNED_TO_SERVICE,2026-10-07T05:00:00,2026-10-07T23:00:00,NO,documentation pending
WO-001237,OT-00122,PLT-02,INSPECTION,DEFERRED,OUT_OF_SERVICE,2026-09-22T08:00:00,2026-09-24T20:00:00,NO,awaiting vendor
WO-001238,OT-01042,PLT-10,CALIBRATION,DEFERRED,ACTIVE,2026-10-05T18:00:00,,NO,parts substituted
WO-001239,OT-01018,PLT-10,CALIBRATION,OPEN,OUT_OF_SERVICE,2026-09-28T05:00:00,2026-09-29T12:00:00,NO,parts substituted
WO-001240,OT-01321,PLT-13,PM,DEFERRED,ACTIVE,2026-09-18T02:00:00,,NO,operator workaround active
WO-001241,OT-00147,PLT-02,INSPECTION,CLOSED,RETURNED_TO_SERVICE,2026-09-04T14:00:00,2026-09-06T15:00:00,NO,standard work
WO-001242,OT-00603,PLT-06,CM,DEFERRED,OUT_OF_SERVICE,2026-10-04T04:00:00,,NO,standard work
WO-001243,OT-00680,PLT-07,CALIBRATION,OPEN,DEGRADED,2026-09-01T11:00:00,2026-09-02T21:00:00,NO,parts substituted
WO-001244,OT-01751,PLT-16,EMERGENCY,OPEN,RETURNED_TO_SERVICE,2026-09-24T05:00:00,,NO,awaiting vendor
WO-001245,OT-01604,PLT-15,CM,OPEN,RETURNED_TO_SERVICE,2026-10-07T23:00:00,2026-10-09T11:00:00,NO,operator workaround active
WO-001246,OT-00903,PLT-09,CALIBRATION,CLOSED,DEGRADED,2026-09-05T10:00:00,,YES,awaiting vendor
WO-001247,OT-00194,PLT-02,CALIBRATION,IN_PROGRESS,DEGRADED,2026-09-27T22:00:00,2026-09-29T09:00:00,NO,standard work
WO-001248,OT-01878,PLT-17,INSPECTION,IN_PROGRESS,ACTIVE,2026-09-27T20:00:00,,NO,awaiting vendor
WO-001249,OT-01450,PLT-14,INSPECTION,CLOSED,DEGRADED,2026-09-25T05:00:00,2026-09-28T00:00:00,NO,standard work
WO-001250,OT-01069,PLT-10,CALIBRATION,OPEN,RETURNED_TO_SERVICE,2026-10-06T03:00:00,,NO,documentation pending
